sp_code,DE,LMA,Nmass,Aarea,Rdmass
PHIANG,E,234.423,1.581,NA,NA
PHLPUR,E,NA,2.553,NA,NA
PINPIN,E,NA,0.69,NA,NA
PISLEN,E,218.776,2.541,NA,NA
QUECOC,E,165.959,1.429,NA,NA
QUEROT,E,169.824,1.77,NA,NA
ROSOFF,E,213.796,1.199,NA,NA
ARBUNE,E,154.882,1.009,NA,NA
CALVUL,E,141.254,0.619,NA,NA
CERSIL,E,199.526,1.309,NA,NA
CISLAU,E,295.121,1.449,NA,NA
CISPOP,E,204.174,1.33,NA,NA
CRAMON,D,93.325,1.25,NA,NA
ERISCO,E,162.181,1.34,NA,NA
FICCAR,D,114.815,1.901,NA,NA
FRAALN,D,70.795,2.301,NA,NA
FRAANG,D,74.131,2.128,NA,NA
FRAORN,D,154.882,2.018,NA,NA
MYRCOM,E,95.499,1.5,NA,NA
NEROLE,E,181.97,1.39,NA,NA
POPALB,D,85.114,1.66,NA,NA
PYRBOU,D,85.114,1.77,NA,NA
QUEFAG,D,109.648,1.679,NA,NA
QUELUS,D,147.911,1.439,NA,NA
QUEPYR,D,77.625,1.932,NA,NA
QUESUB,E,141.254,1.901,NA,NA
RUBULM,E,83.176,2.042,NA,NA
SALSP,E,117.49,1.888,NA,NA
SMIASP,D,107.152,2.178,NA,NA
VITVIN,D,63.096,2.432,NA,NA
ANTGRA,E,NA,2.168,NA,NA
ANTMAC,E,NA,2.518,NA,NA
BARFIS,E,NA,2.339,NA,NA
BERAUR,E,NA,2,NA,NA
CISPRO,E,NA,2.042,NA,NA
COUEDU,E,NA,1.66,NA,NA
DEICLE,E,NA,2.78,NA,NA
DICCAL,E,NA,3.581,NA,NA
DICGLA,E,NA,2.218,NA,NA
DIODEN,E,NA,1.38,NA,NA
DIOHOY,E,NA,1.762,NA,NA
GARMAN,E,NA,1.321,NA,NA
GAROVA,E,NA,1.521,NA,NA
LEPDAP,E,NA,1.648,NA,NA
LIBKLA,E,NA,1.549,NA,NA
LOPALA,D,NA,1.742,NA,NA
MAMAFR,E,NA,1.38,NA,NA
PROTAP,E,NA,1.69,NA,NA
RAUVOM,E,NA,2.612,NA,NA
TRIPAT,E,NA,1.611,NA,NA
UAPSTA,E,NA,1.679,NA,NA
BOSPHO,E,NA,2.41,NA,NA
CASRUW,E,NA,2.897,NA,NA
CELAFR,D,NA,2.5,NA,NA
CELDUR,D,NA,2.992,NA,NA
CHAARI,D,NA,2.911,NA,NA
DOMMUK,E,NA,3.443,NA,NA
ERYEXC,E,NA,3.069,NA,NA
FUNLAT,E,NA,2.5,NA,NA
MARPLA,E,NA,2.851,NA,NA
MILDUR,E,NA,4.276,NA,NA
PANTUR,E,NA,2.249,NA,NA
PAREXC,E,NA,1.862,NA,NA
STRSCH,E,NA,2.858,NA,NA
TECNOB,E,NA,2.871,NA,NA
PIPAEQ,E,36.308,2.786,2.57,NA
PIPAMA,E,36.308,2.382,2.692,NA
PIPAUR,E,28.184,3.75,9.55,NA
PIPHIS,E,30.2,2.831,3.467,NA
PIPLAP,E,31.623,2.729,3.02,NA
PIPPEL,E,22.909,2.35,NA,NA
PIPUMB,E,33.113,2.761,6.166,NA
CARCAR,D,43.652,2.301,NA,NA
CLEMEX,NA,97.724,1.4,NA,NA
LIQSTY,D,47.863,1,NA,NA
QUEXAL,D,69.183,1.799,NA,NA
CINBAR,E,79.433,1.6,NA,NA
HEDMAX,E,46.774,2.099,NA,NA
MAGSCH,E,97.724,2.099,NA,NA
OREXAL,E,109.648,1.901,NA,NA
TURINS,E,77.625,1.549,NA,NA
ACAFLO,E,125.893,2.307,10.965,10.715193052376065
ALLSP,E,181.97,1.321,9.55,7.762471166286917
ASTFLO,E,83.176,1.589,11.749,8.912509381337454
CORREF,E,70.795,1.256,4.467,4.570881896148751
DODTRI,E,95.499,1.901,20.893,10
EUCPAN,E,120.226,1.084,9.12,6.165950018614822
EUCUMB,E,204.174,0.912,8.511,6.309573444801933
GOMLAT,E,95.499,1.71,NA,NA
LASFER,E,120.226,1.159,8.128,4.265795188015927
LEPPOL,E,91.201,1.306,8.511,14.12537544622754
LOMSIL,E,141.254,0.619,5.888,8.128305161640993
MACCOM,E,269.153,1.346,7.244,3.9810717055349722
PERLIN,E,144.544,0.766,7.413,3.8018939632056115
POMFER,E,97.724,1.282,7.586,5.623413251903491
PULDAP,E,93.325,1.95,9.55,7.762471166286917
PULFLE,E,91.201,2.037,10,14.12537544622754
SYNGLA,E,91.201,1.589,6.457,9.120108393559097
SYNGLO,E,147.911,0.984,9.12,6.165950018614822
XYLPYR,E,151.356,0.869,10.471,3.890451449942806
ACASUA,E,218.776,1.91,9.55,6.918309709189364
BANMAR,E,169.824,0.849,19.498,4.786300923226384
BORLED,E,158.489,1.191,8.71,6.165950018614822
CORGUM,E,186.209,0.813,12.882,5.623413251903491
ERIAUS,E,147.911,1.199,10,6.918309709189364
EUCHAE,E,199.526,1.045,12.023,6.025595860743578
GOMGRA,E,128.825,1.227,6.918,8.912509381337454
GREBUX,E,109.648,0.708,8.71,10.715193052376065
GRESPE,E,154.882,0.859,8.913,7.413102413009175
HAKDAC,E,257.04,0.535,12.589,3.890451449942806
HAKTER,E,338.844,0.516,14.125,4.073802778041127
HIBBRA,E,109.648,1.04,6.761,7.413102413009175
LAMFOR,E,223.872,0.604,9.333,3.630780547701014
LEPTRI,E,128.825,0.853,4.467,10
PERLEV,E,181.97,0.59,8.128,2.51188643150958
PHYPHY,E,120.226,1.239,8.318,10.715193052376065
PIMLIN,E,57.544,1.486,7.943,16.595869074375607
ACADOR,E,218.776,2.004,14.454,6.760829753919817
ACAOSW,E,263.027,1.837,13.183,4.466835921509632
ATRSTI,E,83.176,2.897,19.498,38.90451449942807
BRAPOP,E,131.826,1.791,9.772,5.370317963702527
CALGLA,E,234.423,1.202,6.31,4.168693834703354
DODVIS,E,169.824,1.858,12.303,19.952623149688797
DODVIS,E,112.202,1.977,10,18.197008586099834
DODVIS,E,131.826,1.982,12.882,15.488166189124811
EREGLA,E,162.181,1.687,15.136,10
ERELON,E,269.153,1.466,NA,NA
EREMIT,E,177.828,1.862,9.12,10.964781961431852
EUCINT,E,181.97,1.472,18.197,5.495408738576246
EXOAPO,E,524.807,1.067,4.074,NA
GEIPAR,E,186.209,1.698,10.471,5.7543993733715695
HAKTEP,E,501.187,0.731,12.303,2.3988329190194904
HELAPI,E,38.019,2.71,10.233,35.48133892335755
MELUNC,E,281.838,1.274,14.454,10.715193052376065
OLEPIM,E,117.49,2.455,5.754,16.595869074375607
PHIDIF,E,275.423,1.479,10.715,13.489628825916533
PIMMIC,E,81.283,3.083,10.715,26.302679918953814
SENART,E,346.737,1.986,12.882,14.12537544622754
SENART,E,281.838,1.734,14.125,12.302687708123818
SOLFER,E,75.858,3.266,9.55,26.302679918953814
SPAPUB,E,93.325,2.965,13.183,33.11311214825911
ACACOL,E,363.078,1.786,8.511,5.7543993733715695
ACAHAV,E,416.869,1.455,12.023,8.912509381337454
ACAWIL,E,162.181,1.892,8.128,11.481536214968829
BERCUN,E,169.824,1.914,7.079,10.232929922807541
BEYOPA,E,158.489,1.722,5.754,9.33254300796991
BOSWAL,E,316.228,1.216,11.22,6.760829753919817
BRAPOP,E,125.893,1.545,7.413,4.677351412871983
CALGLA,E,NA,1.081,NA,NA
CASLAE,E,128.825,1.849,6.918,12.882495516931343
EREDES,E,218.776,1.596,9.12,6.456542290346556
EREGLA,E,154.882,1.832,12.023,11.481536214968829
EUCDUM,E,301.995,0.908,13.49,3.715352290971725
EUCSOC,E,281.838,1.219,16.218,4.786300923226384
EUTMIC,E,89.125,1.888,9.55,14.791083881682072
GREANE,E,144.544,1.239,5.248,10.471285480508996
MELUNC,E,380.189,1.151,11.22,9.120108393559097
MICSES,E,208.93,1.51,5.012,6.760829753919817
OLEDEC,E,154.882,1.718,10.233,12.302687708123818
OLEPIM,E,102.329,2.328,7.762,13.803842646028846
PHIDIF,E,177.828,1.374,9.55,9.772372209558107
SANACU,E,309.03,0.998,7.413,3.890451449942806
TRISCA,E,389.045,0.879,13.183,8.128305161640993
CITMAC,NA,104.713,NA,NA,NA
BACPED,NA,61.66,NA,NA,NA
PARAMP,NA,83.176,NA,NA,NA
BLAFOL,NA,72.444,NA,NA,NA
FICMAC,NA,162.181,NA,NA,NA
INGPUN,NA,112.202,NA,NA,NA
CRODRA,NA,61.66,NA,NA,NA
DENARB,E,204.174,NA,NA,NA
CLUSTE,NA,263.027,NA,NA,NA
ABIALB,E,186.209,1.722,5.37,NA
ACEPLA,D,46.774,1.622,7.079,NA
ACEPSE,D,61.66,2.198,4.365,NA
BETPEN,D,66.069,1.901,8.71,NA
CARBET,D,45.709,1.871,7.244,NA
FAGSYL,D,44.668,2.178,6.918,NA
LARDEC,D,100,1.811,4.169,NA
PICABI,E,234.423,1.191,6.918,NA
PINNIG,E,323.594,1.18,16.596,NA
PINSYL,E,281.838,1.321,10.965,NA
PSEMEN,E,138.038,1.079,4.266,NA
QUEROB,D,69.183,1.862,7.413,NA
QUERUB,D,69.183,2.009,9.333,NA
TILCOR,D,45.709,1.871,3.89,NA
PEUMUL,D,39.811,4.699,NA,NA
POTMAR,D,50.119,3.451,NA,NA
SIEPEN,D,61.66,2.6,NA,NA
BETERM,D,47.863,2.553,NA,NA
ALNMAX,D,66.069,2.198,NA,NA
BETPLA,D,60.256,2.148,NA,NA
BETERM,D,64.565,1.799,NA,NA
ALNMAX,D,45.709,2.301,NA,NA
QUEMON,D,54.954,2.148,NA,NA
ANAEXC,E,102.329,NA,8.71,NA
CECLON,E,125.893,NA,12.303,NA
DIDMOR,E,138.038,NA,14.454,NA
FICOBT,E,97.724,NA,13.804,NA
LUESEE,E,77.625,NA,10.471,NA
PSESEP,D,128.825,NA,13.183,NA
COLMOP,NA,NA,NA,9.55,NA
COMAPI,NA,NA,NA,4.365,NA
DALMEL,NA,NA,NA,5.129,NA
EUCDIV,NA,NA,NA,3.388,NA
LANSTU,NA,NA,NA,3.236,NA
ALBANT,NA,NA,NA,12.023,NA
BRASPI,NA,NA,NA,10.715,NA
BURAFR,NA,NA,NA,11.22,NA
COMAPI,NA,NA,NA,8.318,NA
JULGLO,NA,NA,NA,9.772,NA
MONGLA,NA,NA,NA,8.71,NA
TERSER,NA,NA,NA,8.128,NA
ACANIG,NA,NA,NA,16.218,NA
BOLSPE,NA,NA,NA,14.454,NA
COMAPI,NA,NA,NA,5.754,NA
EUCDIV,NA,NA,NA,6.918,NA
ZIZMUC,NA,NA,NA,12.589,NA
LEULAN,E,229.087,0.447,NA,NA
LEUPUB,E,194.984,0.583,NA,NA
PROBRA,E,288.403,1.033,NA,NA
PROLAU,E,354.813,1.045,NA,NA
PRONIT,E,338.844,0.471,NA,NA
LEUSAL,E,223.872,0.726,NA,NA
PROBUR,E,301.995,0.861,NA,NA
PROLAU,E,257.04,0.679,NA,NA
PROREP,E,295.121,0.7,NA,NA
AULUMB,E,199.526,0.721,NA,NA
LEUARC,E,346.737,0.443,NA,NA
LEUSAL,E,251.189,0.532,NA,NA
PROLAU,E,371.535,0.545,NA,NA
PROREP,E,363.078,0.406,NA,NA
LEUBRU,E,436.516,0.586,NA,NA
LEUPUB,E,288.403,0.541,NA,NA
PROGLA,E,524.807,0.656,NA,NA
PROLAU,E,446.684,0.564,NA,NA
LEUPUB,E,181.97,0.52,NA,NA
LEUSAL,E,218.776,0.64,NA,NA
PARBRA,E,288.403,0.838,NA,NA
PRONIT,E,257.04,0.745,NA,NA
DIADIV,E,125.893,1.057,NA,NA
LEULAU,E,218.776,0.49,NA,NA
LEUSAL,E,234.423,0.436,NA,NA
LEUCON,E,234.423,0.652,NA,NA
LEUHYP,E,239.883,0.512,NA,NA
MIMFIB,E,162.181,0.692,NA,NA
PROSPE,E,467.735,0.334,NA,NA
SERHIR,E,194.984,0.718,NA,NA
LEUFOE,E,257.04,0.701,NA,NA
PROREP,E,309.03,0.859,NA,NA
SERFUC,E,257.04,1.462,NA,NA
LEUSAL,E,218.776,0.585,NA,NA
LEUCON,E,208.93,0.716,NA,NA
PRONER,E,263.027,0.735,NA,NA
PRONIT,E,269.153,0.929,NA,NA
SERSP,E,190.546,0.877,NA,NA
LEUSAL,E,234.423,0.668,NA,NA
PROLAU,E,288.403,1.496,NA,NA
PRONER,E,263.027,0.736,NA,NA
PROREP,E,316.228,0.753,NA,NA
AULUMB,E,186.209,0.891,NA,NA
LEUCON,E,239.883,0.783,NA,NA
LEUSAL,E,218.776,0.724,NA,NA
MIMCUC,E,199.526,0.48,NA,NA
PROSUS,E,301.995,0.813,NA,NA
SERNER,E,239.883,0.887,NA,NA
AULUMB,E,218.776,0.776,NA,NA
LEUXAN,E,87.096,0.649,NA,NA
LEUCOR,E,257.04,0.634,NA,NA
MIMCUC,E,229.087,0.507,NA,NA
PROCOR,E,309.03,0.661,NA,NA
PRONER,E,275.423,0.587,NA,NA
SERFAS,E,257.04,0.822,NA,NA
LEULAU,E,234.423,0.824,NA,NA
LEUXAN,E,141.254,0.791,NA,NA
LEUCOR,E,251.189,0.721,NA,NA
PROCOM,E,281.838,0.586,NA,NA
PRONER,E,288.403,0.986,NA,NA
AULUMB,E,186.209,0.822,NA,NA
LEUSAL,E,151.356,0.621,NA,NA
PROCOR,E,281.838,0.64,NA,NA
PRONER,E,338.844,0.851,NA,NA
PROREP,E,331.131,0.553,NA,NA
HAKAMP,E,208.93,0.359,NA,NA
HAKCRI,E,323.594,0.614,NA,NA
HAKCYC,E,380.189,0.416,NA,NA
HAKERI,E,239.883,0.463,NA,NA
HAKINC,E,389.045,0.649,NA,NA
HAKLIS,E,316.228,0.436,NA,NA
HAKMYR,E,162.181,0.55,NA,NA
HAKPET,E,288.403,0.719,NA,NA
HAKRUS,E,218.776,0.54,NA,NA
HAKSTE,E,181.97,0.612,NA,NA
HAKTRI,E,354.813,NA,NA,NA
HAKUND,E,199.526,0.776,NA,NA
HAKANA,E,251.189,0.649,NA,NA
HAKAUR,E,489.779,0.54,NA,NA
HAKCON,E,229.087,0.594,NA,NA
HAKCOS,E,177.828,0.334,NA,NA
HAKENE,E,398.107,0.432,NA,NA
HAKFLA,E,549.541,0.495,NA,NA
HAKINC,E,416.869,0.649,NA,NA
HAKLON,E,371.535,0.28,NA,NA
HAKMAR,E,229.087,0.54,NA,NA
HAKMEG,E,263.027,0.378,NA,NA
HAKNEU,E,331.131,0.54,NA,NA
HAKPRO,E,346.737,0.776,NA,NA
HAKPSI,E,812.831,0.345,NA,NA
HAKSPA,E,316.228,0.495,NA,NA
HAKTRI,E,501.187,NA,NA,NA
HAKADN,E,478.63,0.421,NA,NA
HAKBIC,E,707.946,0.442,NA,NA
HAKPAN,E,537.032,0.561,NA,NA
HAKSCO,E,630.957,0.615,NA,NA
HAKACU,E,407.38,0.453,NA,NA
HAKCIN,E,537.032,0.637,NA,NA
HAKHOO,E,537.032,0.495,NA,NA
HAKILI,E,575.44,0.302,NA,NA
HAKLAS,E,467.735,0.465,NA,NA
HAKNIT,E,371.535,0.486,NA,NA
HAKOBT,E,229.087,0.745,NA,NA
HAKVER,E,524.807,0.356,NA,NA
HAKVIC,E,478.63,0.475,NA,NA
HAKBUC,E,446.684,0.841,NA,NA
HAKORT,E,602.56,0.356,NA,NA
HAKORT,E,630.957,0.637,NA,NA
HAKPYC,E,338.844,0.41,NA,NA
HAKSTE,E,407.38,0.875,NA,NA
HAKCOM,E,630.957,0.518,NA,NA
HAKCYG,E,457.088,0.432,NA,NA
HAKCYG,E,512.861,0.962,NA,NA
HAKHOR,E,436.516,0.399,NA,NA
HAKKIP,E,630.957,0.61,NA,NA
HAKNEW,E,794.328,0.38,NA,NA
HAKOBL,E,851.138,0.28,NA,NA
HAKSTR,E,794.328,0.313,NA,NA
HAKSUB,E,398.107,0.735,NA,NA
HAKERE,E,380.189,0.248,NA,NA
HAKFRA,E,363.078,0.448,NA,NA
HAKINV,E,707.946,0.507,NA,NA
HAKMIN,E,363.078,0.853,NA,NA
HAKMUL,E,331.131,0.324,NA,NA
HAKDRU,E,416.869,0.442,NA,NA
HAKELL,E,190.546,0.637,NA,NA
HAKFER,E,169.824,0.388,NA,NA
HAKLAS,E,239.883,0.468,NA,NA
HAKLAU,E,281.838,0.658,NA,NA
HAKPRE,E,912.011,0.453,NA,NA
HAKRUS,E,223.872,0.54,NA,NA
HAKSUL,E,660.693,0.442,NA,NA
HAKTUB,E,234.423,0.48,NA,NA
HAKAMB,E,251.189,0.604,NA,NA
HAKBAX,E,602.56,0.388,NA,NA
HAKCER,E,676.083,0.404,NA,NA
HAKCOR,E,724.436,0.368,NA,NA
HAKCUC,E,323.594,0.658,NA,NA
HAKDEN,E,363.078,0.481,NA,NA
HAKLEH,E,354.813,0.335,NA,NA
HAKPAN,E,724.436,0.375,NA,NA
HAKPRI,E,354.813,0.681,NA,NA
HAKPRO,E,275.423,0.439,NA,NA
HAKTRI,E,588.844,NA,NA,NA
HAKVAR,E,426.58,0.338,NA,NA
HAKAMP,E,245.471,0.359,NA,NA
HAKFAL,E,154.882,NA,NA,NA
HAKFLO,E,331.131,0.5,NA,NA
HAKLIN,E,354.813,0.594,NA,NA
HAKOLE,E,316.228,0.511,NA,NA
HAKPRO,E,416.869,0.439,NA,NA
HAKBRO,E,616.595,0.324,NA,NA
HAKCAN,E,489.779,0.561,NA,NA
HAKCIR,E,323.594,NA,NA,NA
HAKCYG,E,478.63,0.432,NA,NA
HAKGIL,E,467.735,0.334,NA,NA
HAKOBL,E,602.56,0.28,NA,NA
HAKPLA,E,870.964,0.334,NA,NA
HAKPOL,E,512.861,0.442,NA,NA
HAKREC,E,912.011,0.604,NA,NA
HAKREC,E,1513.561,0.528,NA,NA
HAKSCO,E,588.844,0.432,NA,NA
ALNCRI,D,69.183,2,NA,NA
ALNINC,D,45.709,3.192,NA,NA
ANDPOL,E,154.882,NA,9.12,NA
ARCLAT,NA,128.825,2,NA,NA
ARCALP,D,97.724,NA,11.749,NA
BETGLA,D,63.096,2.382,10.233,NA
BETNAN,D,77.625,2.084,12.589,NA
BETPAP,D,54.954,2.6,NA,NA
BISPLU,NA,93.325,NA,20.417,NA
CALCAN,NA,169.824,2.301,9.772,NA
CALPUR,NA,NA,NA,NA,NA
CARAQU,NA,95.499,2,10.471,NA
CARBIG,NA,109.648,1.726,13.183,NA
CASTET,E,251.189,1.199,7.762,NA
DRYINT,E,199.526,1.466,9.333,NA
DRYOCT,E,74.131,2.793,NA,NA
EMPNIG,E,177.828,1.099,6.026,NA
EPIANG,NA,77.625,1.901,NA,NA
EPILAT,NA,67.608,2.761,NA,NA
EQUARV,NA,100,2.109,NA,NA
EQUVAR,NA,158.489,2.239,NA,NA
ERIANG,NA,128.825,1.6,10.471,NA
ERITRI,NA,144.544,1.6,NA,NA
ERIVAG,NA,158.489,1.791,12.882,NA
HEDALP,NA,64.565,3.828,NA,NA
HEDMAC,NA,93.325,5.129,NA,NA
HIEALP,NA,169.824,2,14.454,NA
JUNBIG,NA,199.526,1.56,NA,NA
LEDGRO,E,125.893,1.199,NA,NA
LEDPAL,E,186.209,1.419,8.71,NA
LOIPRO,E,218.776,0.899,NA,NA
LUPARC,NA,NA,1.799,NA,NA
LUZARC,NA,104.713,1.489,NA,NA
LUZCON,NA,NA,NA,NA,NA
OXYMAY,NA,67.608,4.56,NA,NA
OXYNIG,NA,128.825,3.483,NA,NA
PETFRI,NA,66.069,1.901,11.749,NA
PICGLA,E,323.594,1.199,NA,NA
PICMAR,E,389.045,0.899,NA,NA
POAARC,NA,102.329,1.39,NA,NA
POAGLA,NA,125.893,0.5,NA,NA
POLBIS,NA,97.724,2.366,20.417,NA
POPBAL,D,95.499,1.901,NA,NA
POPTRE2,D,75.858,2.198,NA,NA
POTFRU,NA,77.625,2.553,NA,NA
POTHYP,NA,52.481,1.932,NA,NA
RUBCHA,NA,83.176,2.018,9.333,NA
SALALA,D,100,1.799,NA,NA
SALARC,D,87.096,1.959,NA,NA
SALFUS,D,74.131,NA,7.762,NA
SALGLA,D,85.114,2.198,NA,NA
SALPUL,D,91.201,2.198,14.125,NA
SALRET,D,91.201,NA,12.023,NA
TOFCOC,NA,134.896,1.199,NA,NA
TOFPUS,NA,72.444,1.919,NA,NA
TRICAE,NA,154.882,2.339,NA,NA
VACULI,D,81.283,2.36,10.233,NA
VACVIT,E,177.828,0.991,6.761,NA
BEUCUM,D,112.202,1.698,NA,NA
BULARB,D,91.201,1.968,NA,NA
CAEGRA,D,134.896,1.807,NA,NA
CAPLIN,E,489.779,1.259,NA,NA
CAPODO,E,275.423,1.148,NA,NA
CAPPAC,E,223.872,1.349,NA,NA
COCVIT,D,53.703,2.275,NA,NA
JACREV,E,251.189,0.975,NA,NA
PERGUA,D,81.283,2.377,NA,NA
PITCAR,D,85.114,2.28,NA,NA
TABBIL,D,52.481,2.307,NA,NA
ARIFRU,E,117.49,1.849,NA,NA
BRAREV,E,331.131,1.094,NA,NA
CASVAU,E,194.984,1.089,NA,NA
COPALP,E,194.984,0.899,NA,NA
COPCHE,E,134.896,1.589,NA,NA
COPCIL,E,134.896,1.675,NA,NA
COPPAR,E,120.226,1.91,NA,NA
COPRUG,E,147.911,1.782,NA,NA
COPSER,E,239.883,0.975,NA,NA
DRAUNI,E,223.872,0.869,NA,NA
DRAPRO,E,138.038,0.881,NA,NA
GAUCRA,E,199.526,1.057,NA,NA
HALBID,E,154.882,1.119,NA,NA
HEBARG,E,213.796,1.303,NA,NA
HEBCOC,E,208.93,1.096,NA,NA
HEBHEC,E,426.58,0.605,NA,NA
HEBODO,E,251.189,0.721,NA,NA
HEBPAU,E,158.489,1.276,NA,NA
HEBPAU,E,323.594,0.637,NA,NA
HEBSUB,E,218.776,0.964,NA,NA
LEPLAX,E,123.027,1.019,NA,NA
MYRNUM,E,128.825,1.054,NA,NA
OLEMOS,E,173.78,1.56,NA,NA
OLENUM,E,223.872,1.072,NA,NA
OLEVIR,E,169.824,1.995,NA,NA
PHYALP,E,354.813,0.851,NA,NA
PODNIV,E,204.174,1.014,NA,NA
ACEPEN,D,38.905,NA,NA,NA
ACERUB,D,77.625,1.648,NA,8.511380382023766
BETSP,D,58.884,NA,NA,NA
CARGLA,D,83.176,2.553,NA,10.232929922807541
CORFLO,D,67.608,1.742,NA,10.964781961431852
FRASP,D,79.433,1.919,NA,11.748975549395297
LIRTUL,D,74.131,2.128,NA,12.302687708123818
MAGFRA,D,43.652,2.291,NA,10
NYSSYL,D,54.954,1.841,NA,10.964781961431852
OXYARB,D,38.019,1.862,NA,12.589254117941675
PLAOCC,D,69.183,2.07,NA,7.762471166286917
QUEALB,D,97.724,2.198,NA,11.220184543019636
QUECOC2,D,104.713,NA,NA,NA
QUEPRI,D,112.202,2.541,NA,12.02264434617413
QUERUB,D,95.499,2.148,NA,8.31763771102671
RHOMAX,E,117.49,NA,NA,NA
ROBPSE,D,75.858,3.17,NA,11.220184543019636
TILAME,D,66.069,2.877,NA,10.471285480508996
